URL,Typical Entry-Level Education,Work Experience in a Related Occupation,On-the-job Training,"Number of Jobs, 2019","Employment Change, 2019-29",Job_Title,Yearly_Wage,Hourly_Wage,Job_Outlook_2019-29_Rate,Job_Outlook_2019-29_Discription
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,Slate roofer helpers,36000.0,17.31,0.05, Faster than average
https://www.bls.gov/ooh/management/elementary-middle-and-high-school-principals.htm,Master's degree,5 years or more,None,283200,11100,Junior high school principals,96400.0,0.0,0.04, As fast as average
https://www.bls.gov/ooh/business-and-financial/purchasing-managers-buyers-and-purchasing-agents.htm,Bachelor's degree,See How to Become One,See How to Become One,526200,-37600,Contracting managers,69600.0,33.46,-0.07, Decline
https://www.bls.gov/ooh/management/natural-sciences-managers.htm,Bachelor's degree,5 years or more,None,71400,3400,Natural sciences managers,129100.0,62.07,0.05, Faster than average
https://www.bls.gov/ooh/business-and-financial/budget-analysts.htm,Bachelor's degree,None,None,55400,1900,Budget coordinators,76540.0,36.8,0.03, As fast as average
https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,1883700,-204300,Coil formers,33710.0,16.21,-0.11, Decline
https://www.bls.gov/ooh/business-and-financial/budget-analysts.htm,Bachelor's degree,None,None,55400,1900,Fiscal and policy analysts,76540.0,36.8,0.03, As fast as average
https://www.bls.gov/ooh/media-and-communication/writers-and-authors.htm,Bachelor's degree,None,Long-term on-the-job training,131200,-3100,Writers and authors,63200.0,30.39,-0.02, Decline
https://www.bls.gov/ooh/construction-and-extraction/carpenters.htm,High school diploma or equivalent,None,Apprenticeship,1024100,-4200,Brattice builders,48330.0,23.24,0.0, Little or no change
https://www.bls.gov/ooh/healthcare/licensed-practical-and-licensed-vocational-nurses.htm,Postsecondary nondegree award,None,None,721700,65700,LP nurses,47480.0,22.83,0.09, Much faster than average
https://www.bls.gov/ooh/production/dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,81200,7400,Dental and ophthalmic laboratory technicians and medical appliance technicians,37370.0,17.96,0.09, Much faster than average
https://www.bls.gov/ooh/management/farmers-ranchers-and-other-agricultural-managers.htm,High school diploma or equivalent,5 years or more,None,952300,-61600,Dairy farm managers,71160.0,34.21,-0.06, Decline
https://www.bls.gov/ooh/business-and-financial/meeting-convention-and-event-planners.htm,Bachelor's degree,None,None,138600,10800,Meeting directors,50600.0,24.33,0.08, Much faster than average
https://www.bls.gov/ooh/healthcare/nurse-anesthetists-nurse-midwives-and-nurse-practitioners.htm,Master's degree,None,None,263400,117700,Nurse practitioners,115800.0,55.67,0.45, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/electricians.htm,High school diploma or equivalent,None,Apprenticeship,739200,62200,Stage electricians,56180.0,27.01,0.08, Much faster than average
https://www.bls.gov/ooh/architecture-and-engineering/drafters.htm,Associate's degree,None,None,200900,-7100,Electronic drafters,56830.0,27.32,-0.04, Decline
https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,See How to Become One,None,See How to Become One,302100,-10000,Terrazzo masons,46500.0,22.35,-0.03, Decline
https://www.bls.gov/ooh/healthcare/opticians-dispensing.htm,High school diploma or equivalent,None,Long-term on-the-job training,73800,3000,Opticians,37840.0,18.19,0.04, As fast as average
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,High school diploma or equivalent,None,See How to Become One,1343400,3500,Credit investigators,40540.0,19.49,0.0, Little or no change
https://www.bls.gov/ooh/healthcare/veterinary-assistants-and-laboratory-animal-caretakers.htm,High school diploma or equivalent,None,Short-term on-the-job training,99500,15700,Veterinary helpers,28590.0,13.75,0.16, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/insulation-workers.htm,See How to Become One,None,See How to Become One,61300,1800,Insulation mechanics,44180.0,21.24,0.03, As fast as average
https://www.bls.gov/ooh/production/water-and-wastewater-treatment-plant-and-system-operators.htm,High school diploma or equivalent,None,Long-term on-the-job training,126400,-5400,Water and wastewater treatment plant and system operators,47760.0,22.96,-0.04, Decline
https://www.bls.gov/ooh/media-and-communication/writers-and-authors.htm,Bachelor's degree,None,Long-term on-the-job training,131200,-3100,Playwrights,63200.0,30.39,-0.02, Decline
https://www.bls.gov/ooh/education-training-and-library/librarians.htm,Bachelor's degree,None,None,146500,7300,Information architect librarians,59500.0,28.61,0.05, Faster than average
https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm,Bachelor's degree,Less than 5 years,None,209700,3400,Welding instructors,58110.0,0.0,0.02, Slower than average
https://www.bls.gov/ooh/management/training-and-development-managers.htm,Bachelor's degree,5 years or more,None,42300,3100,Workforce development directors,113350.0,54.5,0.07, Faster than average
https://www.bls.gov/ooh/personal-care-and-service/funeral-service-occupations.htm,Associate's degree,See How to Become One,See How to Become One,55200,-2200,Funeral service workers,58310.0,28.04,-0.04, Decline
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,Roofer helpers,36000.0,17.31,0.05, Faster than average
https://www.bls.gov/ooh/architecture-and-engineering/drafters.htm,Associate's degree,None,None,200900,-7100,Tool designers,56830.0,27.32,-0.04, Decline
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,High school diploma or equivalent,None,See How to Become One,1343400,3500,New accounts clerks,40540.0,19.49,0.0, Little or no change
https://www.bls.gov/ooh/business-and-financial/financial-analysts.htm,Bachelor's degree,None,None,487800,26800,Corporate securities research analysts,81590.0,39.22,0.05, Faster than average
https://www.bls.gov/ooh/installation-maintenance-and-repair/general-maintenance-and-repair-workers.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,1516400,63000,General maintenance and repair workers,39080.0,18.79,0.04, As fast as average
https://www.bls.gov/ooh/education-training-and-library/curators-museum-technicians-and-conservators.htm,See How to Become One,None,None,37500,4200,"Directors, museum",49850.0,23.97,0.11, Much faster than average
https://www.bls.gov/ooh/arts-and-design/floral-designers.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,51800,-10400,Flower arrangers,28040.0,13.48,-0.2, Decline
https://www.bls.gov/ooh/construction-and-extraction/elevator-installers-and-repairers.htm,High school diploma or equivalent,None,Apprenticeship,28900,1900,Escalator mechanics,84990.0,40.86,0.07, Faster than average
https://www.bls.gov/ooh/construction-and-extraction/construction-and-building-inspectors.htm,High school diploma or equivalent,5 years or more,Moderate-term on-the-job training,120800,3900,Residential building inspectors,60710.0,29.19,0.03, As fast as average
https://www.bls.gov/ooh/healthcare/nurse-anesthetists-nurse-midwives-and-nurse-practitioners.htm,Master's degree,None,None,263400,117700,Certified registered nurse practitioners,115800.0,55.67,0.45, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/sheet-metal-workers.htm,High school diploma or equivalent,None,Apprenticeship,137700,1800,Tinsmiths,50400.0,24.23,0.01, Slower than average
https://www.bls.gov/ooh/construction-and-extraction/construction-and-building-inspectors.htm,High school diploma or equivalent,5 years or more,Moderate-term on-the-job training,120800,3900,Home inspectors,60710.0,29.19,0.03, As fast as average
https://www.bls.gov/ooh/healthcare/dentists.htm,Doctoral or professional degree,None,See How to Become One,151600,4000,Oral and maxillofacial radiologists,159200.0,76.54,0.03, As fast as average
https://www.bls.gov/ooh/management/human-resources-managers.htm,Bachelor's degree,5 years or more,None,165200,10400,HR managers,116720.0,56.11,0.06, Faster than average
https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,1883700,-204300,Marine chronometer assemblers,33710.0,16.21,-0.11, Decline
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,See How to Become One,None,See How to Become One,1465800,-38000,Want ad clerks,35390.0,17.01,-0.03, Decline
https://www.bls.gov/ooh/business-and-financial/meeting-convention-and-event-planners.htm,Bachelor's degree,None,None,138600,10800,Conference planning managers,50600.0,24.33,0.08, Much faster than average
https://www.bls.gov/ooh/education-training-and-library/instructional-coordinators.htm,Master's degree,5 years or more,None,192900,11400,Curriculum coordinators,66290.0,31.87,0.06, Faster than average
https://www.bls.gov/ooh/office-and-administrative-support/tellers.htm,High school diploma or equivalent,None,Short-term on-the-job training,449000,-68600,Tellers,31230.0,15.02,-0.15, Decline
https://www.bls.gov/ooh/business-and-financial/accountants-and-auditors.htm,Bachelor's degree,None,None,1436100,61700,Corporate accountants,71550.0,34.4,0.04, As fast as average
https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,See How to Become One,None,Short-term on-the-job training,140300,13200,Event AV operators,45510.0,21.88,0.09, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm,No formal educational credential,None,See How to Become One,123400,4100,Marble installers,42050.0,20.22,0.03, As fast as average
https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm,High school diploma or equivalent,See How to Become One,See How to Become One,187300,19000,Poker prop players,23520.0,11.31,0.1, Much faster than average
https://www.bls.gov/ooh/architecture-and-engineering/marine-engineers-and-naval-architects.htm,Bachelor's degree,None,None,11800,200,Marine engineers and naval architects,92400.0,44.42,0.01, Slower than average
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,See How to Become One,None,See How to Become One,1465800,-38000,Public housing interviewers,35390.0,17.01,-0.03, Decline
https://www.bls.gov/ooh/business-and-financial/financial-examiners.htm,Bachelor's degree,None,Long-term on-the-job training,66900,4900,Payroll examiners,81090.0,38.99,0.07, Faster than average
https://www.bls.gov/ooh/media-and-communication/writers-and-authors.htm,Bachelor's degree,None,Long-term on-the-job training,131200,-3100,Television writers,63200.0,30.39,-0.02, Decline
https://www.bls.gov/ooh/media-and-communication/writers-and-authors.htm,Bachelor's degree,None,Long-term on-the-job training,131200,-3100,Publication assistants,63200.0,30.39,-0.02, Decline
https://www.bls.gov/ooh/healthcare/dentists.htm,Doctoral or professional degree,None,See How to Become One,151600,4000,"Doctors, dental medicine",159200.0,76.54,0.03, As fast as average
https://www.bls.gov/ooh/education-training-and-library/preschool-teachers.htm,Associate's degree,None,None,540400,13500,Pre-kindergarten teachers,30520.0,14.67,0.02, Slower than average
https://www.bls.gov/ooh/architecture-and-engineering/civil-engineers.htm,Bachelor's degree,None,None,329200,5500,Bridge engineers,87060.0,41.86,0.02, Slower than average
https://www.bls.gov/ooh/management/compensation-and-benefits-managers.htm,Bachelor's degree,5 years or more,None,18000,500,Benefits managers,122270.0,58.78,0.03, As fast as average
https://www.bls.gov/ooh/healthcare/veterinarians.htm,Doctoral or professional degree,None,None,89200,14200,Veterinarians,95460.0,45.9,0.16, Much faster than average
https://www.bls.gov/ooh/management/financial-managers.htm,Bachelor's degree,5 years or more,None,697900,108100,Residential mortgage managers,129890.0,62.45,0.15, Much faster than average
https://www.bls.gov/ooh/healthcare/genetic-counselors.htm,Master's degree,None,None,2600,600,Neurogenetic counselors,81880.0,39.36,0.21, Much faster than average
https://www.bls.gov/ooh/media-and-communication/writers-and-authors.htm,Bachelor's degree,None,Long-term on-the-job training,131200,-3100,Creative writers,63200.0,30.39,-0.02, Decline
https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,See How to Become One,None,Moderate-term on-the-job training,259200,2100,Food and tobacco processing workers,30200.0,14.52,0.01, Slower than average
https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,High school diploma or equivalent,None,See How to Become One,350900,75500,Animal sitters,24990.0,12.02,0.22, Much faster than average
https://www.bls.gov/ooh/healthcare/occupational-therapy-assistants-and-aides.htm,See How to Become One,None,See How to Become One,55100,17900,Occupational therapy assistants and aides,59200.0,28.46,0.32, Much faster than average
