URL,2019 Median Pay,Typical Entry-Level Education,Work Experience in a Related Occupation,On-the-job Training,"Number of Jobs, 2019","Job Outlook, 2019-29","Employment Change, 2019-29",Job_Title
https://www.bls.gov/ooh/media-and-communication/film-and-video-editors-and-camera-operators.htm,"$59,810 per year  $28.76 per hour",Bachelor's degree,None,None,67900,18% (Much faster than average),12400,Film editors
https://www.bls.gov/ooh/education-training-and-library/special-education-teachers.htm,"$61,030 per year",Bachelor's degree,None,None,443700,3% (As fast as average),14300,Middle school teachers for students with moderate intellectual disabilities
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,"$40,540 per year  $19.49 per hour",High school diploma or equivalent,None,See How to Become One,1343400,0% (Little or no change),3500,Transfer clerks
https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,"$33,710 per year  $16.21 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,1883700,-11% (Decline),-204300,Helicopter airframe mechanics
https://www.bls.gov/ooh/construction-and-extraction/plumbers-pipefitters-and-steamfitters.htm,"$55,160 per year  $26.52 per hour",High school diploma or equivalent,None,Apprenticeship,490200,4% (As fast as average),20900,Hydraulic plumbers
https://www.bls.gov/ooh/healthcare/podiatrists.htm,"$126,240 per year  $60.69 per hour",Doctoral or professional degree,None,Internship/residency,10500,0% (Little or no change),0,Foot and ankle surgeons
https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,"$46,500 per year  $22.35 per hour",See How to Become One,None,See How to Become One,302100,-3% (Decline),-10000,Masonry workers
https://www.bls.gov/ooh/media-and-communication/reporters-correspondents-and-broadcast-news-analysts.htm,"$46,270 per year  $22.25 per hour",Bachelor's degree,None,None,52000,-11% (Decline),-5800,Foreign correspondents
https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,"$24,990 per year  $12.02 per hour",High school diploma or equivalent,None,See How to Become One,350900,22% (Much faster than average),75500,Animal groomers
https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm,"$42,050 per year  $20.22 per hour",No formal educational credential,None,See How to Become One,123400,3% (As fast as average),4100,Vinyl flooring installers
https://www.bls.gov/ooh/management/farmers-ranchers-and-other-agricultural-managers.htm,"$71,160 per year  $34.21 per hour",High school diploma or equivalent,5 years or more,None,952300,-6% (Decline),-61600,Livestock managers
https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,"$33,710 per year  $16.21 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,1883700,-11% (Decline),-204300,Generator assemblers
https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,"$33,710 per year  $16.21 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,1883700,-11% (Decline),-204300,Battery builders
https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,"This wage is equal to or greater than $208,000 per year or $100.00 per hour.",Doctoral or professional degree,None,Internship/residency,752400,4% (As fast as average),27300,Forensic psychiatrists
https://www.bls.gov/ooh/healthcare/registered-nurses.htm,"$73,300 per year  $35.24 per hour",Bachelor's degree,None,None,3096700,7% (Faster than average),221900,Neonatology nurses
https://www.bls.gov/ooh/business-and-financial/meeting-convention-and-event-planners.htm,"$50,600 per year  $24.33 per hour",Bachelor's degree,None,None,138600,8% (Much faster than average),10800,Promotions specialists
https://www.bls.gov/ooh/business-and-financial/financial-analysts.htm,"$81,590 per year  $39.22 per hour",Bachelor's degree,None,None,487800,5% (Faster than average),26800,Fund managers
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,"$36,000 per year  $17.31 per hour",See How to Become One,None,Short-term on-the-job training,1643900,5% (Faster than average),81000,Laborers
https://www.bls.gov/ooh/healthcare/licensed-practical-and-licensed-vocational-nurses.htm,"$47,480 per year  $22.83 per hour",Postsecondary nondegree award,None,None,721700,9% (Much faster than average),65700,Licensed vocational nurses
https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,"$46,500 per year  $22.35 per hour",See How to Become One,None,See How to Become One,302100,-3% (Decline),-10000,Cement finishers
https://www.bls.gov/ooh/office-and-administrative-support/customer-service-representatives.htm,"$34,710 per year  $16.69 per hour",High school diploma or equivalent,None,Short-term on-the-job training,3018800,-2% (Decline),-59000,Gas distribution and emergency clerks
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,"$36,000 per year  $17.31 per hour",See How to Become One,None,Short-term on-the-job training,1643900,5% (Faster than average),81000,Wallpaper helpers
https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,"This wage is equal to or greater than $208,000 per year or $100.00 per hour.",Doctoral or professional degree,None,Internship/residency,752400,4% (As fast as average),27300,OB/GYNs
https://www.bls.gov/ooh/entertainment-and-sports/coaches-and-scouts.htm,"$34,840 per year",Bachelor's degree,None,None,292000,12% (Much faster than average),34300,Coaches and scouts
https://www.bls.gov/ooh/management/social-and-community-service-managers.htm,"$67,150 per year  $32.28 per hour",Bachelor's degree,Less than 5 years,None,175500,17% (Much faster than average),29800,Social services managers
https://www.bls.gov/ooh/transportation-and-material-moving/heavy-and-tractor-trailer-truck-drivers.htm,"$45,260 per year  $21.76 per hour",Postsecondary nondegree award,None,Short-term on-the-job training,2029900,2% (Slower than average),30600,Concrete mixer drivers
https://www.bls.gov/ooh/entertainment-and-sports/athletes-and-sports-competitors.htm,"$51,370 per year",No formal educational credential,None,Long-term on-the-job training,13600,10% (Much faster than average),1400,Athletes and sports competitors
https://www.bls.gov/ooh/healthcare/veterinarians.htm,"$95,460 per year  $45.90 per hour",Doctoral or professional degree,None,None,89200,16% (Much faster than average),14200,Equine veterinarians
https://www.bls.gov/ooh/healthcare/occupational-therapy-assistants-and-aides.htm,"$59,200 per year  $28.46 per hour",See How to Become One,None,See How to Become One,55100,32% (Much faster than average),17900,Occupational therapist aides
https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,"$24,990 per year  $12.02 per hour",High school diploma or equivalent,None,See How to Become One,350900,22% (Much faster than average),75500,Horse trainers
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,"$36,000 per year  $17.31 per hour",See How to Become One,None,Short-term on-the-job training,1643900,5% (Faster than average),81000,Industrial gas fitter helpers
https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,"$45,510 per year  $21.88 per hour",See How to Become One,None,Short-term on-the-job training,140300,9% (Much faster than average),13200,Broadcast maintenance engineers
https://www.bls.gov/ooh/arts-and-design/fashion-designers.htm,"$73,790 per year  $35.48 per hour",Bachelor's degree,None,None,28300,-4% (Decline),-1300,Hat designers
https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,"$48,760 per year  $23.44 per hour",See How to Become One,None,Long-term on-the-job training,51900,0% (Little or no change),100,Non-representational metal sculptors
https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,"$33,710 per year  $16.21 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,1883700,-11% (Decline),-204300,Time stamp assemblers
https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,"$45,510 per year  $21.88 per hour",See How to Become One,None,Short-term on-the-job training,140300,9% (Much faster than average),13200,Audio engineers
https://www.bls.gov/ooh/healthcare/nursing-assistants.htm,"$29,640 per year  $14.25 per hour",See How to Become One,None,See How to Become One,1579100,8% (Much faster than average),119500,NACs
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,"$36,000 per year  $17.31 per hour",See How to Become One,None,Short-term on-the-job training,1643900,5% (Faster than average),81000,Marine electrician helpers
https://www.bls.gov/ooh/architecture-and-engineering/materials-engineers.htm,"$93,360 per year  $44.88 per hour",Bachelor's degree,None,None,27500,2% (Slower than average),400,Automotive sheet metal engineers
https://www.bls.gov/ooh/healthcare/nursing-assistants.htm,"$29,640 per year  $14.25 per hour",See How to Become One,None,See How to Become One,1579100,8% (Much faster than average),119500,Emergency room orderlies
https://www.bls.gov/ooh/arts-and-design/multimedia-artists-and-animators.htm,"$75,270 per year  $36.19 per hour",Bachelor's degree,None,None,67500,4% (As fast as average),2800,3D animators
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,"$40,540 per year  $19.49 per hour",High school diploma or equivalent,None,See How to Become One,1343400,0% (Little or no change),3500,Payroll technicians
https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,"This wage is equal to or greater than $208,000 per year or $100.00 per hour.",Doctoral or professional degree,None,Internship/residency,752400,4% (As fast as average),27300,Laryngologists
https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,"This wage is equal to or greater than $208,000 per year or $100.00 per hour.",Doctoral or professional degree,None,Internship/residency,752400,4% (As fast as average),27300,Clinical pathologists
https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,"$45,510 per year  $21.88 per hour",See How to Become One,None,Short-term on-the-job training,140300,9% (Much faster than average),13200,Play back operators
https://www.bls.gov/ooh/management/social-and-community-service-managers.htm,"$67,150 per year  $32.28 per hour",Bachelor's degree,Less than 5 years,None,175500,17% (Much faster than average),29800,Child welfare directors
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,"$36,000 per year  $17.31 per hour",See How to Become One,None,Short-term on-the-job training,1643900,5% (Faster than average),81000,Roofer assistants
https://www.bls.gov/ooh/architecture-and-engineering/civil-engineers.htm,"$87,060 per year  $41.86 per hour",Bachelor's degree,None,None,329200,2% (Slower than average),5500,Facilities engineers
https://www.bls.gov/ooh/media-and-communication/editors.htm,"$61,370 per year  $29.50 per hour",Bachelor's degree,Less than 5 years,None,118700,-7% (Decline),-8700,Manuscript editors
https://www.bls.gov/ooh/construction-and-extraction/insulation-workers.htm,"$44,180 per year  $21.24 per hour",See How to Become One,None,See How to Become One,61300,3% (As fast as average),1800,Ceiling insulation blowers
https://www.bls.gov/ooh/healthcare/physical-therapists.htm,"$89,440 per year  $43.00 per hour",Doctoral or professional degree,None,None,258200,18% (Much faster than average),47000,PTs
https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,"$33,710 per year  $16.21 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,1883700,-11% (Decline),-204300,Transformer assemblers
https://www.bls.gov/ooh/construction-and-extraction/hazardous-materials-removal-workers.htm,"$43,900 per year  $21.11 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,45300,8% (Much faster than average),3700,Asbestos abatement workers
https://www.bls.gov/ooh/construction-and-extraction/electricians.htm,"$56,180 per year  $27.01 per hour",High school diploma or equivalent,None,Apprenticeship,739200,8% (Much faster than average),62200,Inside electrician
https://www.bls.gov/ooh/business-and-financial/meeting-convention-and-event-planners.htm,"$50,600 per year  $24.33 per hour",Bachelor's degree,None,None,138600,8% (Much faster than average),10800,Meeting and convention planners
https://www.bls.gov/ooh/healthcare/registered-nurses.htm,"$73,300 per year  $35.24 per hour",Bachelor's degree,None,None,3096700,7% (Faster than average),221900,Post-anesthesia care unit nurses
